taxon_id	parent_taxon_id	taxon_rank_id	epithet	author	year	code	vernacular_names	use_parentheses
214589	1003826	17	Eteobalea anonymella	Riedl	1965	urn:lsid:dyntaxa.se:Taxon:214589	anonym silvermal:swe	1
214591	1003827	17	Limnaecia phragmitella	Stainton	1851	urn:lsid:dyntaxa.se:Taxon:214591	kaveldunfransmal:swe	
214592	1003828	17	Cosmopterix zieglerella	Hübner	1810	urn:lsid:dyntaxa.se:Taxon:214592	humlefransmal:swe	1
214593	1003828	17	Cosmopterix orichalcea	Stainton	1861	urn:lsid:dyntaxa.se:Taxon:214593	ängsgräsfransmal:swe	
214594	1003828	17	Cosmopterix scribaiella	Zeller	1850	urn:lsid:dyntaxa.se:Taxon:214594	svart vassfransmal:swe	
214595	1003828	17	Cosmopterix lienigiella	Lienig & Zeller	1846	urn:lsid:dyntaxa.se:Taxon:214595	gulgrå vassfransmal:swe	
100327	1003829	17	Apatetris kinkerella	Snellen	1876	urn:lsid:dyntaxa.se:Taxon:100327	sandrörflikmal:swe	1
214597	1003830	17	Aristotelia ericinella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214597	blystrimmig ljungmal:swe	1
214598	1003830	17	Aristotelia subdecurtella	Stainton	1859	urn:lsid:dyntaxa.se:Taxon:214598	fackelrosmal:swe	1
214599	1003830	17	Aristotelia heliacella	Herrich-Schäffer	1855	urn:lsid:dyntaxa.se:Taxon:214599	fjällsippefilosofmal:swe	1
214600	1003830	17	Aristotelia brizella	Treitschke	1833	urn:lsid:dyntaxa.se:Taxon:214600	triftfilosofmal:swe	1
214601	1003831	17	Chrysoesthia drurella	Fabricius	1775	urn:lsid:dyntaxa.se:Taxon:214601	praktmållmal:swe	1
214602	1003831	17	Chrysoesthia sexguttella	Thunberg	1794	urn:lsid:dyntaxa.se:Taxon:214602	sexfläckmållmal:swe	1
102007	1003832	17	Xystophora carchariella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:102007	backvickermal:swe	1
214604	1003832	17	Xystophora pulveratella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214604	pulvermal:swe	1
214605	1003833	17	Isophrictis striatella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214605	renfanekorgmal:swe	1
214606	1003833	17	Isophrictis anthemidella	Wocke	1871	urn:lsid:dyntaxa.se:Taxon:214606	prästkragekorgmal:swe	1
101317	1003834	17	Metzneria ehikeella	Gozmany	1954	urn:lsid:dyntaxa.se:Taxon:101317	väddklintkorgmal:swe	
214607	1003834	17	Metzneria neuropterella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214607	nättecknad korgmal:swe	1
214608	1003834	17	Metzneria aestivella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214608	spåtistelkorgmal:swe	1
214609	1003834	17	Metzneria lappella	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:214609	kardborrekorgmal:swe	1
214611	1003834	17	Metzneria metzneriella	Stainton	1851	urn:lsid:dyntaxa.se:Taxon:214611	klintkorgmal:swe	1
214612	1003834	17	Metzneria aprilella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214612	rödstreckad korgmal:swe	1
214613	1003834	17	Metzneria santolinella	Amsel	1936	urn:lsid:dyntaxa.se:Taxon:214613	färgkullekorgmal:swe	1
214614	1003835	17	Apodia bifractella	Duponchel	1842	urn:lsid:dyntaxa.se:Taxon:214614	krisslekorgmal:swe	1
102490	1003836	17	Ptocheuusa inopella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:102490	hedblomsterfattigmal:swe	1
101636	1003837	17	Psamathocrita osseella	Stainton	1860	urn:lsid:dyntaxa.se:Taxon:101636	hässlestävmal:swe	1
214617	1003838	17	Argolamprotes micella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214617	glitterdystermal:swe	1
101342	1003839	17	Monochroa ferrea	Frey	1870	urn:lsid:dyntaxa.se:Taxon:101342	siamesisk tvillingdystermal:swe	1
101343	1003839	17	Monochroa hornigi	Staudinger	1883	urn:lsid:dyntaxa.se:Taxon:101343	pilörtdystermal:swe	1
101344	1003839	17	Monochroa inflexella	Svensson	1992	urn:lsid:dyntaxa.se:Taxon:101344	kalkhällsdystermal:swe	
214618	1003839	17	Monochroa cytisella	Curtis	1837	urn:lsid:dyntaxa.se:Taxon:214618	örnbräkenmal:swe	1
214619	1003839	17	Monochroa rumicetella	O. Hofmann	1868	urn:lsid:dyntaxa.se:Taxon:214619	mindre bergsyredystermal:swe	1
214620	1003839	17	Monochroa sepicolella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214620	större bergsyredystermal:swe	1
214621	1003839	17	Monochroa tenebrella	Hübner	1817	urn:lsid:dyntaxa.se:Taxon:214621	vitsprötad dystermal:swe	1
214622	1003839	17	Monochroa servella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214622	gullvivedystermal:swe	1
214623	1003839	17	Monochroa conspersella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214623	videörtdystermal:swe	1
214624	1003839	17	Monochroa tetragonella	Stainton	1885	urn:lsid:dyntaxa.se:Taxon:214624	strandkrypedystermal:swe	1
214625	1003839	17	Monochroa elongella	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:214625	motfläckdystermal:swe	1
214627	1003839	17	Monochroa lutulentella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214627	älgörtdystermal:swe	1
214628	1003839	17	Monochroa lucidella	Stephens	1834	urn:lsid:dyntaxa.se:Taxon:214628	knappsävdystermal:swe	1
214629	1003839	17	Monochroa divisella	Douglas	1850	urn:lsid:dyntaxa.se:Taxon:214629		1
214630	1003839	17	Monochroa saltenella	Benander	1945	urn:lsid:dyntaxa.se:Taxon:214630	fjällängssyredystermal:swe	
214631	1003839	17	Monochroa palustrella	Douglas	1850	urn:lsid:dyntaxa.se:Taxon:214631	hästskräppedystermal:swe	1
214632	1003839	17	Monochroa arundinetella	Stainton	1858	urn:lsid:dyntaxa.se:Taxon:214632	starrdystermal:swe	1
214633	1003839	17	Monochroa suffusella	Douglas	1850	urn:lsid:dyntaxa.se:Taxon:214633	gungflydystermal:swe	1
214636	1003839	17	Monochroa niphognatha	Gozmany	1953	urn:lsid:dyntaxa.se:Taxon:214636	fyrpunkterad dystermal:swe	1
214637	1003840	17	Eulamprotes wilkella	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:214637	målerisk dystermal:swe	1
214638	1003840	17	Eulamprotes superbella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214638	superb dystermal:swe	1
214639	1003840	17	Eulamprotes unicolorella	Duponchel	1843	urn:lsid:dyntaxa.se:Taxon:214639	enfärgad dystermal:swe	1
214640	1003840	17	Eulamprotes atrella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214640	svart dystermal:swe	1
214641	1003840	17	Eulamprotes plumbella	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:214641	blydystermal:swe	1
214642	1003841	17	Bryotropha terrella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214642	brun mossmal:swe	1
214643	1003841	17	Bryotropha desertella	Douglas	1850	urn:lsid:dyntaxa.se:Taxon:214643	sandfältmossmal:swe	1
214644	1003841	17	Bryotropha boreella	Douglas	1851	urn:lsid:dyntaxa.se:Taxon:214644	dimorf mossmal:swe	1
214645	1003841	17	Bryotropha galbanella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214645	vitfjällig mossmal:swe	1
214646	1003841	17	Bryotropha plantariella	Tengström	1848	urn:lsid:dyntaxa.se:Taxon:214646	gulpalpmossmal:swe	1
214647	1003841	17	Bryotropha purpurella	Zetterstedt	1839	urn:lsid:dyntaxa.se:Taxon:214647	purpurmossmal:swe	1
214648	1003841	17	Bryotropha senectella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214648	franslinjemossmal:swe	1
214649	1003841	17	Bryotropha similis	Stainton	1854	urn:lsid:dyntaxa.se:Taxon:214649	allmän mossmal:swe	1
214650	1003841	17	Bryotropha umbrosella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214650	motfläckmossmal:swe	1
214651	1003841	17	Bryotropha affinis	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214651	ljuspunktmossmal:swe	1
214652	1003842	17	Recurvaria nanella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214652	fruktträdsböjmal:swe	1
214653	1003842	17	Recurvaria leucatella	Clerck	1759	urn:lsid:dyntaxa.se:Taxon:214653	svartvit böjmal:swe	1
214654	1003843	17	Exoteleia dodecella	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:214654	tallskottmal:swe	1
214655	1003844	17	Stenolechia gemmella	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:214655	ekskottmal:swe	1
214656	1003845	17	Parachronistis albiceps	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214656	hasselknoppmal:swe	1
101884	1003846	17	Teleiodes flavimaculella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:101884	gulfläckbladkantmal:swe	1
214657	1003846	17	Teleiodes vulgella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214657	hagtornbladkantmal:swe	1
214658	1003846	17	Teleiodes wagae	Nowicki	1860	urn:lsid:dyntaxa.se:Taxon:214658	hasselbladkantmal:swe	1
214659	1003846	17	Teleiodes saltuum	Zeller	1878	urn:lsid:dyntaxa.se:Taxon:214659	lärkbarrmal:swe	1
214660	1003846	17	Teleiodes luculella	Hübner	1813	urn:lsid:dyntaxa.se:Taxon:214660	ekbladkantmal:swe	1
214662	1003846	17	Teleiodes sequax	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214662	solvändebladmal:swe	1
214663	1003847	17	Carpatolechia decorella	Haworth	1812	urn:lsid:dyntaxa.se:Taxon:214663	dekorativ bladkantmal:swe	1
214664	1003847	17	Carpatolechia fugitivella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214664	almbladkantmal:swe	1
214665	1003847	17	Carpatolechia fugacella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214665		1
214666	1003847	17	Carpatolechia alburnella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214666	vit björkbladkantmal:swe	1
214667	1003847	17	Carpatolechia notatella	Hübner	1813	urn:lsid:dyntaxa.se:Taxon:214667	videbladkantmal:swe	1
214668	1003847	17	Carpatolechia proximella	Hübner	1796	urn:lsid:dyntaxa.se:Taxon:214668	grå björkbladkantmal:swe	1
214669	1003847	17	Carpatolechia epomidella	Tengström	1869	urn:lsid:dyntaxa.se:Taxon:214669	skvattrammal:swe	1
214670	1003848	17	Pseudotelphusa scalella	Scopoli	1763	urn:lsid:dyntaxa.se:Taxon:214670	svartvit bladkantmal:swe	1
214671	1003848	17	Pseudotelphusa paripunctella	Thunberg	1794	urn:lsid:dyntaxa.se:Taxon:214671	parpunktmal:swe	1
214672	1003849	17	Teleiopsis diffinis	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214672	syrebladmal:swe	1
214673	1003850	17	Altenia perspersella	Wocke	1862	urn:lsid:dyntaxa.se:Taxon:214673	kråkrisstänkmal:swe	1
214674	1003850	17	Altenia scriptella	Hübner	1796	urn:lsid:dyntaxa.se:Taxon:214674	lönnbladkantmal:swe	1
214675	1003851	17	Gelechia rhombella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214675	apelstävmal:swe	1
214676	1003851	17	Gelechia scotinella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214676	slånstävmal:swe	
214677	1003851	17	Gelechia sabinellus	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214677	längsstreckad enbuskstävmal:swe	1
214678	1003851	17	Gelechia sororculella	Hübner	1817	urn:lsid:dyntaxa.se:Taxon:214678	ringfläckad videstävmal:swe	1
214679	1003851	17	Gelechia muscosella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214679	mossig videstävmal:swe	
214680	1003851	17	Gelechia cuneatella	Douglas	1852	urn:lsid:dyntaxa.se:Taxon:214680	kilfläckstecknad videstävmal:swe	
214681	1003851	17	Gelechia hippophaella	Schrank	1802	urn:lsid:dyntaxa.se:Taxon:214681	havtornmal:swe	1
214682	1003851	17	Gelechia nigra	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214682	svart aspstävmal:swe	1
214683	1003851	17	Gelechia turpella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214683	frodig poppelstävmal:swe	1
214684	1003851	17	Gelechia sestertiella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214684	lönnstävmal:swe	
214685	1003852	17	Psoricoptera gibbosella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214685	mindre höststävmal:swe	1
214686	1003852	17	Psoricoptera speciosella	Teich	1892	urn:lsid:dyntaxa.se:Taxon:214686	större höststävmal:swe	
101336	1003853	17	Mirificarma lentiginosella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:101336	brun ginststävmal:swe	1
214688	1003853	17	Mirificarma mulinella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214688	apexstreckad harrisstävmal:swe	1
100614	1003854	17	Chionodes violacea	Tengström	1847	urn:lsid:dyntaxa.se:Taxon:100614	sandstävmal:swe	1
102393	1003854	17	Chionodes ignorantella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:102393	ignorerad stävmal:swe	1
214689	1003854	17	Chionodes lugubrella	Fabricius	1794	urn:lsid:dyntaxa.se:Taxon:214689	tvåbandad stävmal:swe	1
214690	1003854	17	Chionodes tragicella	Heyden	1865	urn:lsid:dyntaxa.se:Taxon:214690	tragisk stävmal:swe	1
214691	1003854	17	Chionodes luctuella	Hübner	1793	urn:lsid:dyntaxa.se:Taxon:214691	granskogsstävmal:swe	1
214693	1003854	17	Chionodes holosericella	Herrich-Schäffer	1855	urn:lsid:dyntaxa.se:Taxon:214693	norsk stävmal:swe	1
214694	1003854	17	Chionodes nubilella	Zetterstedt	1839	urn:lsid:dyntaxa.se:Taxon:214694	dyster stävmal:swe	1
214695	1003854	17	Chionodes continuella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214695	vithuvad stävmal:swe	1
214696	1003854	17	Chionodes distinctella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214696	distinkt stävmal:swe	1
214697	1003854	17	Chionodes electella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214697	granbarkstävmal:swe	1
214698	1003854	17	Chionodes viduella	Fabricius	1794	urn:lsid:dyntaxa.se:Taxon:214698	trebandad stävmal:swe	1
214699	1003854	17	Chionodes fumatella	Douglas	1850	urn:lsid:dyntaxa.se:Taxon:214699	rökstävmal:swe	1
214701	1003855	17	Aroga velocella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214701	längsstreckad syrestävmal:swe	1
102445	1003856	17	Filatima ukrainica	Piskonov	1971	urn:lsid:dyntaxa.se:Taxon:102445	ukrainastävmal:swe	
214702	1003856	17	Filatima incomptella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214702	försummad stävmal:swe	1
214704	1003857	17	Neofriseria peliella	Treitschke	1835	urn:lsid:dyntaxa.se:Taxon:214704	svart syrestävmal:swe	1
214705	1003857	17	Neofriseria singula	Staudinger	1876	urn:lsid:dyntaxa.se:Taxon:214705	gråspräcklig syrestävmal:swe	1
102460	1003858	17	Prolita solutella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:102460	fri stävmal:swe	1
214706	1003858	17	Prolita sexpunctella	Fabricius	1794	urn:lsid:dyntaxa.se:Taxon:214706	flickstävmal:swe	1
102383	1003859	17	Athrips amoenella	Frey	1882	urn:lsid:dyntaxa.se:Taxon:102383	praktstävmal:swe	1
214708	1003859	17	Athrips pruinosella	Lienig & Zeller	1846	urn:lsid:dyntaxa.se:Taxon:214708	rimfroststävmal:swe	1
214710	1003859	17	Athrips mouffetella	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:214710	trystävmal:swe	1
214711	1003859	17	Athrips tetrapunctella	Thunberg	1794	urn:lsid:dyntaxa.se:Taxon:214711	sumpvialstävmal:swe	1
101001	1003860	17	Gnorimoschema valesiella	Staudinger	1877	urn:lsid:dyntaxa.se:Taxon:101001	tårögd småstävmal:swe	1
102446	1003860	17	Gnorimoschema herbichi	Nowicki	1864	urn:lsid:dyntaxa.se:Taxon:102446	grånad småstävmal:swe	1
102447	1003860	17	Gnorimoschema nordlandicolella	Strand	1902	urn:lsid:dyntaxa.se:Taxon:102447	nordlig småstävmal:swe	1
102448	1003860	17	Gnorimoschema streliciella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:102448	brunögd småstävmal:swe	1
214713	1003860	17	Gnorimoschema epithymella	Staudinger	1859	urn:lsid:dyntaxa.se:Taxon:214713	brunfläckig småstävmal:swe	1
102501	1003861	17	Scrobipalpopsis petasitis	Pfaffenzeller	1866	urn:lsid:dyntaxa.se:Taxon:102501	fjällskråpmal:swe	1
102499	1003862	17	Scrobipalpa murinella	Duponchel	1843	urn:lsid:dyntaxa.se:Taxon:102499	kattfotsmåstävmal:swe	1
102500	1003862	17	Scrobipalpa salinella	Zeller	1847	urn:lsid:dyntaxa.se:Taxon:102500	glasörtsmåstävmal:swe	1
214718	1003862	17	Scrobipalpa acuminatella	Sircom	1850	urn:lsid:dyntaxa.se:Taxon:214718	tistelsmåstävmal:swe	1
214720	1003862	17	Scrobipalpa artemisiella	Treitschke	1833	urn:lsid:dyntaxa.se:Taxon:214720	ljusryggad småstävmal:swe	1
214721	1003862	17	Scrobipalpa pauperella	Heinemann	1870	urn:lsid:dyntaxa.se:Taxon:214721	kärrtistelsmåstävmal:swe	1
214722	1003862	17	Scrobipalpa clintoni	Povolny	1968	urn:lsid:dyntaxa.se:Taxon:214722	kustsmåstävmal:swe	
214723	1003862	17	Scrobipalpa samadensis	Pfaffenzeller	1870	urn:lsid:dyntaxa.se:Taxon:214723	gulkämpesmåstävmal:swe	1
214724	1003862	17	Scrobipalpa stangei	E.Hering	1889	urn:lsid:dyntaxa.se:Taxon:214724	havssältingsmåstävmal:swe	1
214726	1003862	17	Scrobipalpa obsoletella	F. v Röslerstam	1841	urn:lsid:dyntaxa.se:Taxon:214726	ljusgrå småstävmal:swe	1
214727	1003862	17	Scrobipalpa nitentella	Fuchs	1902	urn:lsid:dyntaxa.se:Taxon:214727	saltmållesmåstävmal:swe	1
214728	1003862	17	Scrobipalpa atriplicella	F.v Röslerstam	1841	urn:lsid:dyntaxa.se:Taxon:214728	svart småstävmal:swe	1
250429	1003862	17	Scrobipalpa proclivella	Fuchs	1886	urn:lsid:dyntaxa.se:Taxon:250429	malörtsmåstävmal:swe	1
214729	1003863	17	Scrobipalpula psilella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214729	ljuskantad småstävmal:swe	1
214730	1003863	17	Scrobipalpula diffluella	Frey	1870	urn:lsid:dyntaxa.se:Taxon:214730	tvillingsmåstävmal:swe	1
6003467	1003863	17	Scrobipalpula tussilaginis	Frey	1867	urn:lsid:dyntaxa.se:Taxon:6003467	hästhovsmåstävmal :swe	1
214731	1003864	17	Klimeschiopsis kiningerella	Duponchel	1843	urn:lsid:dyntaxa.se:Taxon:214731	bergnejlikmal:swe	1
100550	1003865	17	Caryocolum cauligenella	Schmid	1863	urn:lsid:dyntaxa.se:Taxon:100550	backglimgallmal:swe	1
100551	1003865	17	Caryocolum petryi	Hofmann	1899	urn:lsid:dyntaxa.se:Taxon:100551	såpörtmal:swe	1
100552	1003865	17	Caryocolum proxima	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:100552	parkarvmal:swe	1
100553	1003865	17	Caryocolum schleichi	Christoph	1872	urn:lsid:dyntaxa.se:Taxon:100553	sandnejlikegallmal:swe	1
214732	1003865	17	Caryocolum fischerella	Treitschke	1833	urn:lsid:dyntaxa.se:Taxon:214732	såpnejlikmal:swe	1
214733	1003865	17	Caryocolum tischeriella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214733	svartvit backglimmal:swe	1
214734	1003865	17	Caryocolum alsinella	Zeller	1868	urn:lsid:dyntaxa.se:Taxon:214734	allmän arvmal:swe	1
214735	1003865	17	Caryocolum viscariella	Stainton	1855	urn:lsid:dyntaxa.se:Taxon:214735	rödblärearvmal:swe	1
214736	1003865	17	Caryocolum vicinella	Douglas	1851	urn:lsid:dyntaxa.se:Taxon:214736	smällglimmal:swe	1
214737	1003865	17	Caryocolum amaurella	M.Hering	1924	urn:lsid:dyntaxa.se:Taxon:214737	tjärblomstermal:swe	1
214741	1003865	17	Caryocolum marmorea	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214741	marmorerad arvmal:swe	1
214742	1003865	17	Caryocolum pullatella	Tengström	1848	urn:lsid:dyntaxa.se:Taxon:214742	ljusbandad arvmal:swe	1
214743	1003865	17	Caryocolum fraternella	Douglas	1851	urn:lsid:dyntaxa.se:Taxon:214743	rostfläckig arvmal:swe	1
214744	1003865	17	Caryocolum blandella	Douglas	1852	urn:lsid:dyntaxa.se:Taxon:214744	svarthakad buskstjärnblommal:swe	1
214745	1003865	17	Caryocolum blandelloides	Karsholt	1981	urn:lsid:dyntaxa.se:Taxon:214745	alvararvmal:swe	
214747	1003865	17	Caryocolum blandulella	Tutt	1887	urn:lsid:dyntaxa.se:Taxon:214747	svartbandad arvmal:swe	1
214748	1003865	17	Caryocolum tricolorella	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214748	trefärgad stjärnblommal:swe	1
214749	1003865	17	Caryocolum junctella	Douglas	1851	urn:lsid:dyntaxa.se:Taxon:214749	vinterarvmal:swe	1
214750	1003865	17	Caryocolum cassella	Walker	1864	urn:lsid:dyntaxa.se:Taxon:214750	vitbandad lundstjärnblommal:swe	1
214751	1003865	17	Caryocolum petrophila	Preissecker	1914	urn:lsid:dyntaxa.se:Taxon:214751	klipparvmal:swe	1
214752	1003865	17	Caryocolum huebneri	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214752	mindre buskstjärnblommal:swe	1
214753	1003865	17	Caryocolum kroesmanniella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214753	stor buskstjärnblommal:swe	1
101798	1003866	17	Sophronia chilonella	Treitschke	1833	urn:lsid:dyntaxa.se:Taxon:101798	dubbelstreckad näbbmal:swe	1
214754	1003866	17	Sophronia semicostella	Hübner	1813	urn:lsid:dyntaxa.se:Taxon:214754	rakstreckad näbbmal:swe	1
214755	1003866	17	Sophronia gelidella	Nordman	1941	urn:lsid:dyntaxa.se:Taxon:214755	fjällnäbbmal:swe	
214757	1003866	17	Sophronia humerella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214757	bågstreckad näbbmal:swe	1
214758	1003866	17	Sophronia sicariellus	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214758	sikelstreckad näbbmal:swe	1
214759	1003867	17	Stomopteryx remissella	Zeller	1847	urn:lsid:dyntaxa.se:Taxon:214759	gråbrun palpmal:swe	1
101873	1003868	17	Syncopacma sangiella	Stainton	1863	urn:lsid:dyntaxa.se:Taxon:101873	motfläckpalpmal:swe	1
101874	1003868	17	Syncopacma suecicella	Wolff	1958	urn:lsid:dyntaxa.se:Taxon:101874	ginstpalpmal:swe	1
214761	1003868	17	Syncopacma cinctella	Clerck	1759	urn:lsid:dyntaxa.se:Taxon:214761	allmän palpmal:swe	1
214762	1003868	17	Syncopacma wormiella	Wolff	1958	urn:lsid:dyntaxa.se:Taxon:214762	liten käringtandpalpmal:swe	1
214763	1003868	17	Syncopacma taeniolella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214763	omvändbandad käringtandpalpmal:swe	1
214765	1003868	17	Syncopacma karvoneni	Hackman	1950	urn:lsid:dyntaxa.se:Taxon:214765	vickerpalpmal:swe	1
214766	1003869	17	Aproaerema anthyllidella	Hübner	1813	urn:lsid:dyntaxa.se:Taxon:214766	getväpplingpalpmal:swe	1
100273	1003870	17	Anacampsis fuscella	Eversmann	1844	urn:lsid:dyntaxa.se:Taxon:100273	klöversobermal:swe	1
100274	1003870	17	Anacampsis scintillella	Freyer	1839	urn:lsid:dyntaxa.se:Taxon:100274	solvändesobermal:swe	1
214767	1003870	17	Anacampsis populella	Clerck	1759	urn:lsid:dyntaxa.se:Taxon:214767	aspsobermal:swe	1
214768	1003870	17	Anacampsis blattariella	Hübner	1796	urn:lsid:dyntaxa.se:Taxon:214768	björksobermal:swe	1
214770	1003870	17	Anacampsis temerella	Lienig & Zeller	1846	urn:lsid:dyntaxa.se:Taxon:214770	videsobermal:swe	1
214772	1003871	17	Mesophleps silacella	Hübner	1796	urn:lsid:dyntaxa.se:Taxon:214772	solvändefotpalpmal:swe	1
102377	1003872	17	Anarsia lineatella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:102377	körsbärsbuskpalpmal:swe	
102378	1003872	17	Anarsia spartiella	Schrank	1802	urn:lsid:dyntaxa.se:Taxon:102378	harrisbuskpalpmal:swe	1
214775	1003873	17	Hypatima rhomboidella	Linnaeus	1758	urn:lsid:dyntaxa.se:Taxon:214775	aspbågpalpmal:swe	1
214776	1003874	17	Nothris verbascella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:214776	kungsljusmal:swe	1
214777	1003874	17	Nothris lemniscella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214777	bergskrabbemal:swe	1
214778	1003875	17	Neofaculta ericetella	Geyer	1832	urn:lsid:dyntaxa.se:Taxon:214778	ljungstävmal:swe	1
214779	1003875	17	Neofaculta infernella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214779	infernalisk stävmal:swe	1
100824	1003876	17	Dichomeris limosellus	Schläger	1849	urn:lsid:dyntaxa.se:Taxon:100824	sandklövernålpalpmal:swe	1
214780	1003876	17	Dichomeris juniperella	Linnaeus	1761	urn:lsid:dyntaxa.se:Taxon:214780	grå ennålmal:swe	1
214781	1003876	17	Dichomeris marginella	Fabricius	1781	urn:lsid:dyntaxa.se:Taxon:214781	vitkantad ennålmal:swe	1
214783	1003876	17	Dichomeris alacella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214783	skäckfransmal:swe	1
214784	1003876	17	Dichomeris latipennella	Rebel	1937	urn:lsid:dyntaxa.se:Taxon:214784	granblomknoppmal:swe	1
102386	1003877	17	Brachmia dimidiella	Denis & Schiffermüller	1775	urn:lsid:dyntaxa.se:Taxon:102386	sandfältbågpalpmal:swe	1
214786	1003877	17	Brachmia blandella	Fabricius	1798	urn:lsid:dyntaxa.se:Taxon:214786	ängsgräsbågpalpmal:swe	1
214787	1003877	17	Brachmia inornatella	Douglas	1850	urn:lsid:dyntaxa.se:Taxon:214787	vassbågpalpmal:swe	1
214788	1003878	17	Helcystogramma lineolella	Zeller	1839	urn:lsid:dyntaxa.se:Taxon:214788	bergrörbågpalpmal:swe	1
214789	1003878	17	Helcystogramma lutatella	Herrich-Schäffer	1854	urn:lsid:dyntaxa.se:Taxon:214789	kvickrotsbågpalpmal:swe	1
214790	1003878	17	Helcystogramma rufescens	Haworth	1828	urn:lsid:dyntaxa.se:Taxon:214790	rödgul gräsbågpalpmal:swe	1
102362	1003879	17	Acompsia subpunctella	Svensson	1966	urn:lsid:dyntaxa.se:Taxon:102362	strandveronikemal:swe	
214791	1003879	17	Acompsia cinerella	Clerck	1759	urn:lsid:dyntaxa.se:Taxon:214791	grå bågpalpmal:swe	1
