"ids","pids"
1004294,2001265
215940,1004293
215941,1004293
1004293,2001265
215949,1004295
215950,1004295
215951,1004295
215952,1004295
215953,1004295
1004295,2001265
100803,1004301
215960,1004301
215962,1004301
215963,1004301
1004301,6004753
6004753,2001265
100803,1004301
215960,1004301
215962,1004301
215963,1004301
1004301,2001265
102475,1004313
1004313,6004761
215920,1004279
1004279,6004761
6004761,2001265
102475,1004313
1004313,2001265
215920,1004279
1004279,2001265
100892,1004299
1004299,6004762
6004762,2001265
100892,1004299
1004299,2001265
100764,1004305
100766,1004305
100765,1004305
100768,1004305
100769,1004305
100767,1004305
215967,1004305
215968,1004305
215972,1004305
215973,1004305
215974,1004305
215975,1004305
215976,1004305
215977,1004305
215978,1004305
215979,1004305
1004305,6004763
6004763,2001265
100764,1004305
100766,1004305
100765,1004305
100768,1004305
100769,1004305
100767,1004305
215967,1004305
215968,1004305
215972,1004305
215973,1004305
215974,1004305
215975,1004305
215976,1004305
215977,1004305
215978,1004305
215979,1004305
1004305,2001265
215983,1004307
1004307,6004764
215984,1004308
215985,1004308
215986,1004308
215987,1004308
1004308,6004764
6004764,2001265
215983,1004307
1004307,2001265
215984,1004308
215985,1004308
215986,1004308
215987,1004308
1004308,2001265
216074,1004358
1004358,6004766
215993,1004310
1004310,6004766
215994,1004311
1004311,6004766
216073,1004357
1004357,6004766
6004766,6004765
100271,1004309
215988,1004309
215989,1004309
215991,1004309
215992,1004309
1004309,6004767
6004767,6004765
6004765,2001265
216074,1004358
1004358,2001265
215993,1004310
1004310,2001265
215994,1004311
1004311,2001265
216073,1004357
1004357,2001265
100271,1004309
215988,1004309
215989,1004309
215991,1004309
215992,1004309
1004309,2001265
215997,6004769
6004769,6004768
216001,1004316
1004316,6004768
101057,1004315
6002710,1004315
215999,1004315
216000,1004315
1004315,6004768
216002,1004317
1004317,6004768
215997,1004314
1004314,6004768
6004768,2001265
216001,1004316
1004316,2001265
101057,1004315
6002710,1004315
215999,1004315
216000,1004315
1004315,2001265
216002,1004317
1004317,2001265
215997,1004314
1004314,2001265
102363,1004319
1004319,6004770
216028,1004338
1004338,6004770
6004770,2001265
102363,1004319
1004319,2001265
216028,1004338
1004338,2001265
250443,1013850
1013850,6004771
6004771,2001265
250443,1013850
1013850,2001265
100733,6000123
6000071,6000123
215889,6000123
215890,6000123
6000123,6004772
215892,6000124
6000124,6004772
100733,1004265
6000071,1004265
215889,1004265
215890,1004265
215892,1004265
215888,1004265
1004265,6004772
101970,1004266
1004266,6004772
6004772,2001265
100733,6000123
6000071,6000123
215889,6000123
215890,6000123
6000123,2001265
215892,6000124
6000124,2001265
100733,1004265
6000071,1004265
215889,1004265
215890,1004265
215892,1004265
215888,1004265
1004265,2001265
101970,1004266
1004266,2001265
101391,1004302
1004302,6004774
6004774,6004773
216013,1004325
216014,1004325
1004325,6004775
6004775,6004773
216003,1004318
1004318,6004776
6004776,6004773
216005,1004320
216006,1004320
216007,1004320
216008,1004320
1004320,6004778
216012,1004324
216020,1004324
1004324,6004778
216015,1004326
1004326,6004778
216009,1004323
216010,1004323
216011,1004323
232941,1004323
1004323,6004778
6004778,6004777
216016,1004327
216018,1004327
216017,1004327
1004327,6004779
6004779,6004777
6004777,6004773
216019,1004329
1004329,6004780
216021,1004331
1004331,6004780
216022,1004332
1004332,6004780
6004780,6004773
216026,1004336
264291,216027
216027,1004336
1004336,6004781
264291,216027
216027,1004337
1004337,6004781
216025,1004335
1004335,6004781
6004781,6004773
216023,1004333
1004333,6004782
216024,1004334
1004334,6004782
6004782,6004773
216081,6004785
6004785,6004783
216132,6004786
6004786,6004783
216117,6004787
6004787,6004783
216146,6004788
6004788,6004783
216144,6004789
6004789,6004783
216147,6004790
6004790,6004783
100391,6004791
6004791,6004783
100392,6004792
216139,6004792
6004792,6004783
100325,6004793
6004793,6004783
216103,6004794
6004794,6004783
216110,6004795
6004795,6004783
216120,1004376
216121,1004376
216122,1004376
216123,1004376
1004376,6004783
216103,1004366
100324,1004366
102379,1004366
216086,1004366
216087,1004366
216088,1004366
216089,1004366
216091,1004366
216092,1004366
216093,1004366
216095,1004366
216096,1004366
216097,1004366
216098,1004366
216099,1004366
216100,1004366
216101,1004366
216102,1004366
1004366,6004783
100391,1004384
100392,1004384
216139,1004384
216136,1004384
216137,1004384
1004384,6004783
216141,1004386
1004386,6004783
216129,1004379
1004379,6004783
216132,1004381
216131,1004381
1004381,6004783
100677,1004388
1004388,6004783
216115,1004372
1004372,6004783
216128,1004378
1004378,6004783
101086,1004377
101087,1004377
216124,1004377
216126,1004377
1004377,6004783
216117,1004373
216116,1004373
1004373,6004783
216111,1004370
216112,1004370
249186,1004370
1004370,6004783
216110,1004369
216109,1004369
1004369,6004783
216133,1004382
1004382,6004783
101445,1004368
216105,1004368
216107,1004368
216108,1004368
1004368,6004783
101555,1004371
101556,1004371
216114,1004371
216142,1004371
216143,1004371
1004371,6004783
101557,1004383
1004383,6004783
216118,1004374
1004374,6004783
101763,1004385
1004385,6004783
216130,1004380
1004380,6004783
6004783,6004773
216041,6004799
216042,6004799
216046,6004799
6004799,6004797
216033,6004800
6004800,6004797
216047,1004346
216048,1004346
216049,1004346
216050,1004346
216051,1004346
216052,1004346
216053,1004346
1004346,6004797
216061,1004351
1004351,6004797
216056,1004349
216057,1004349
216058,1004349
216059,1004349
1004349,6004797
216054,1004347
1004347,6004797
216062,1004352
1004352,6004797
102456,1004348
1004348,6004797
101220,1004355
216065,1004355
216066,1004355
216068,1004355
216069,1004355
216070,1004355
1004355,6004797
216033,1004341
216032,1004341
1004341,6004797
216041,1004345
216042,1004345
216046,1004345
216040,1004345
216043,1004345
216044,1004345
216045,1004345
1004345,6004797
101989,1004356
216064,1004356
216071,1004356
1004356,6004797
6004797,6004796
216075,6004801
6004801,6004798
216078,1004362
1004362,6004798
216077,1004361
1004361,6004798
216063,1004353
1004353,6004798
216082,1004364
216083,1004364
1004364,6004798
216060,1004350
1004350,6004798
216075,1004359
1004359,6004798
216076,1004360
232942,1004360
1004360,6004798
101309,1004342
1004342,6004798
216084,1004365
216085,1004365
232943,1004365
1004365,6004798
216081,1004363
101619,1004363
216079,1004363
1004363,6004798
6004798,6004796
216119,6004803
6004803,6004802
216119,1004375
1004375,6004802
6004802,6004796
6004675,6004674
6004674,6004804
100718,1004344
100719,1004344
216038,1004344
216039,1004344
1004344,6004804
100831,1004343
1004343,6004804
216031,1004340
1004340,6004804
216029,1004339
216030,1004339
1004339,6004804
6004804,6004796
6004796,6004773
216198,1004403
216199,1004403
216200,1004403
216201,1004403
216202,1004403
216203,1004403
216204,1004403
216205,1004403
216206,1004403
1004403,6004805
216207,1004404
1004404,6004805
6004805,6004773
216208,1004405
1004405,6004806
216209,1004406
216210,1004406
1004406,6004806
6004806,6004773
216175,6004808
6004808,6004807
216149,1004390
216151,1004390
216150,1004390
216152,1004390
1004390,6004807
100706,1004397
6003704,1004397
1004397,6004807
216152,1013565
1013565,6004807
216158,1004392
1004392,6004807
101029,1004394
250163,101030
250164,101030
101030,1004394
102449,1004394
216161,1004394
216162,1004394
216164,1004394
216165,1004394
216167,1004394
216168,1004394
216169,1004394
1004394,6004807
216159,1004393
216160,1004393
1004393,6004807
250439,1013847
1013847,6004807
216153,1004391
216154,1004391
216155,1004391
216156,1004391
216157,1004391
250445,1004391
1004391,6004807
216176,1004399
1004399,6004807
216175,1004398
216174,1004398
1004398,6004807
216211,1004407
1004407,6004807
216177,1004400
1004400,6004807
101612,1004401
216178,1004401
216179,1004401
216180,1004401
216181,1004401
250444,1004401
1004401,6004807
101778,1004395
216172,1004395
1004395,6004807
6004807,6004773
101769,6004810
6004810,6004809
216192,1013564
216193,1013564
1013564,6004809
101769,1004402
216192,1004402
216193,1004402
101365,1004402
101366,1004402
216184,1004402
216185,1004402
216186,1004402
216187,1004402
216188,1004402
216189,1004402
216190,1004402
216191,1004402
216196,1004402
216197,1004402
233645,1004402
1004402,6004809
6004809,6004773
100919,1004410
101028,1004410
216213,1004410
216215,1004410
216216,1004410
216217,1004410
1004410,6004811
6004811,6004773
216278,1004435
216279,1004435
1004435,6004813
216290,1004437
6003706,1004437
216291,1004437
216292,1004437
216293,1004437
216294,1004437
216295,1004437
216296,1004437
232946,1004437
1004437,6004813
232945,1004436
216283,1004436
102443,1004436
216281,1004436
216282,1004436
216284,1004436
216285,1004436
216286,1004436
216287,1004436
216288,1004436
216289,1004436
250446,1004436
1004436,6004813
216277,1004434
1004434,6004813
6004813,6004812
216274,1004432
1004432,6004814
216218,1004411
1004411,6004814
216271,1004430
216272,1004430
1004430,6004814
216235,1004417
232944,1004417
1004417,6004814
216270,1004429
1004429,6004814
216275,1004433
1004433,6004814
216221,1004413
216222,1004413
216220,1004413
216223,1004413
216224,1004413
249187,1004413
1004413,6004814
216233,1004415
1004415,6004814
216237,1004419
1004419,6004814
216239,1004426
216245,1004426
1004426,6004814
216269,1004428
1004428,6004814
216240,1004422
1004422,6004814
216244,1004425
1004425,6004814
216234,1004416
1004416,6004814
216273,1004431
1004431,6004814
216225,1004414
216226,1004414
216227,1004414
216228,1004414
216229,1004414
216230,1004414
216231,1004414
216232,1004414
1004414,6004814
216219,1004412
1004412,6004814
216243,1004424
1004424,6004814
216239,1004421
1004421,6004814
216276,1008612
1008612,6004814
216236,1004418
1004418,6004814
101799,1004423
216241,1004423
1004423,6004814
216238,1004420
1004420,6004814
101981,1004427
101982,1004427
101983,1004427
101984,1004427
101985,1004427
102514,1004427
216246,1004427
216247,1004427
216248,1004427
216249,1004427
216252,1004427
216255,1004427
216256,1004427
216258,1004427
216259,1004427
216261,1004427
216262,1004427
216263,1004427
216264,1004427
216265,1004427
216266,1004427
216267,1004427
216268,1004427
250437,1004427
1004427,6004814
6004814,6004812
6004812,6004773
6004773,2001265
101391,1004302
1004302,2001265
216013,1004325
216014,1004325
1004325,2001265
216003,1004318
1004318,2001265
216005,1004320
216006,1004320
216007,1004320
216008,1004320
1004320,2001265
216012,1004324
216020,1004324
1004324,2001265
216015,1004326
1004326,2001265
216009,1004323
216010,1004323
216011,1004323
232941,1004323
1004323,2001265
216016,1004327
216018,1004327
216017,1004327
1004327,2001265
216019,1004329
1004329,2001265
216021,1004331
1004331,2001265
216022,1004332
1004332,2001265
216026,1004336
264291,216027
216027,1004336
1004336,2001265
264291,216027
216027,1004337
1004337,2001265
216025,1004335
1004335,2001265
216023,1004333
1004333,2001265
216024,1004334
1004334,2001265
216120,1004376
216121,1004376
216122,1004376
216123,1004376
1004376,2001265
216103,1004366
100324,1004366
102379,1004366
216086,1004366
216087,1004366
216088,1004366
216089,1004366
216091,1004366
216092,1004366
216093,1004366
216095,1004366
216096,1004366
216097,1004366
216098,1004366
216099,1004366
216100,1004366
216101,1004366
216102,1004366
1004366,2001265
100391,1004384
100392,1004384
216139,1004384
216136,1004384
216137,1004384
1004384,2001265
216141,1004386
1004386,2001265
216129,1004379
1004379,2001265
216132,1004381
216131,1004381
1004381,2001265
100677,1004388
1004388,2001265
216115,1004372
1004372,2001265
216128,1004378
1004378,2001265
101086,1004377
101087,1004377
216124,1004377
216126,1004377
1004377,2001265
216117,1004373
216116,1004373
1004373,2001265
216111,1004370
216112,1004370
249186,1004370
1004370,2001265
216110,1004369
216109,1004369
1004369,2001265
216133,1004382
1004382,2001265
101445,1004368
216105,1004368
216107,1004368
216108,1004368
1004368,2001265
101555,1004371
101556,1004371
216114,1004371
216142,1004371
216143,1004371
1004371,2001265
101557,1004383
1004383,2001265
216118,1004374
1004374,2001265
101763,1004385
1004385,2001265
216130,1004380
1004380,2001265
216047,1004346
216048,1004346
216049,1004346
216050,1004346
216051,1004346
216052,1004346
216053,1004346
1004346,2001265
216061,1004351
1004351,2001265
216056,1004349
216057,1004349
216058,1004349
216059,1004349
1004349,2001265
216054,1004347
1004347,2001265
216062,1004352
1004352,2001265
102456,1004348
1004348,2001265
101220,1004355
216065,1004355
216066,1004355
216068,1004355
216069,1004355
216070,1004355
1004355,2001265
216033,1004341
216032,1004341
1004341,2001265
216041,1004345
216042,1004345
216046,1004345
216040,1004345
216043,1004345
216044,1004345
216045,1004345
1004345,2001265
101989,1004356
216064,1004356
216071,1004356
1004356,2001265
216078,1004362
1004362,2001265
216077,1004361
1004361,2001265
216063,1004353
1004353,2001265
216082,1004364
216083,1004364
1004364,2001265
216060,1004350
1004350,2001265
216075,1004359
1004359,2001265
216076,1004360
232942,1004360
1004360,2001265
101309,1004342
1004342,2001265
216084,1004365
216085,1004365
232943,1004365
1004365,2001265
216081,1004363
101619,1004363
216079,1004363
1004363,2001265
216119,1004375
1004375,2001265
6004675,6004674
6004674,2001265
100718,1004344
100719,1004344
216038,1004344
216039,1004344
1004344,2001265
100831,1004343
1004343,2001265
216031,1004340
1004340,2001265
216029,1004339
216030,1004339
1004339,2001265
216198,1004403
216199,1004403
216200,1004403
216201,1004403
216202,1004403
216203,1004403
216204,1004403
216205,1004403
216206,1004403
1004403,2001265
216207,1004404
1004404,2001265
216208,1004405
1004405,2001265
216209,1004406
216210,1004406
1004406,2001265
216149,1004390
216151,1004390
216150,1004390
216152,1004390
1004390,2001265
100706,1004397
6003704,1004397
1004397,2001265
216152,1013565
1013565,2001265
216158,1004392
1004392,2001265
101029,1004394
250163,101030
250164,101030
101030,1004394
102449,1004394
216161,1004394
216162,1004394
216164,1004394
216165,1004394
216167,1004394
216168,1004394
216169,1004394
1004394,2001265
216159,1004393
216160,1004393
1004393,2001265
250439,1013847
1013847,2001265
216153,1004391
216154,1004391
216155,1004391
216156,1004391
216157,1004391
250445,1004391
1004391,2001265
216176,1004399
1004399,2001265
216175,1004398
216174,1004398
1004398,2001265
216211,1004407
1004407,2001265
216177,1004400
1004400,2001265
101612,1004401
216178,1004401
216179,1004401
216180,1004401
216181,1004401
250444,1004401
1004401,2001265
101778,1004395
216172,1004395
1004395,2001265
216192,1013564
216193,1013564
1013564,2001265
101769,1004402
216192,1004402
216193,1004402
101365,1004402
101366,1004402
216184,1004402
216185,1004402
216186,1004402
216187,1004402
216188,1004402
216189,1004402
216190,1004402
216191,1004402
216196,1004402
216197,1004402
233645,1004402
1004402,2001265
100919,1004410
101028,1004410
216213,1004410
216215,1004410
216216,1004410
216217,1004410
1004410,2001265
216278,1004435
216279,1004435
1004435,2001265
216290,1004437
6003706,1004437
216291,1004437
216292,1004437
216293,1004437
216294,1004437
216295,1004437
216296,1004437
232946,1004437
1004437,2001265
232945,1004436
216283,1004436
102443,1004436
216281,1004436
216282,1004436
216284,1004436
216285,1004436
216286,1004436
216287,1004436
216288,1004436
216289,1004436
250446,1004436
1004436,2001265
216277,1004434
1004434,2001265
216274,1004432
1004432,2001265
216218,1004411
1004411,2001265
216271,1004430
216272,1004430
1004430,2001265
216235,1004417
232944,1004417
1004417,2001265
216270,1004429
1004429,2001265
216275,1004433
1004433,2001265
216221,1004413
216222,1004413
216220,1004413
216223,1004413
216224,1004413
249187,1004413
1004413,2001265
216233,1004415
1004415,2001265
216237,1004419
1004419,2001265
216239,1004426
216245,1004426
1004426,2001265
216269,1004428
1004428,2001265
216240,1004422
1004422,2001265
216244,1004425
1004425,2001265
216234,1004416
1004416,2001265
216273,1004431
1004431,2001265
216225,1004414
216226,1004414
216227,1004414
216228,1004414
216229,1004414
216230,1004414
216231,1004414
216232,1004414
1004414,2001265
216219,1004412
1004412,2001265
216243,1004424
1004424,2001265
216239,1004421
1004421,2001265
216276,1008612
1008612,2001265
216236,1004418
1004418,2001265
101799,1004423
216241,1004423
1004423,2001265
216238,1004420
1004420,2001265
101981,1004427
101982,1004427
101983,1004427
101984,1004427
101985,1004427
102514,1004427
216246,1004427
216247,1004427
216248,1004427
216249,1004427
216252,1004427
216255,1004427
216256,1004427
216258,1004427
216259,1004427
216261,1004427
216262,1004427
216263,1004427
216264,1004427
216265,1004427
216266,1004427
216267,1004427
216268,1004427
250437,1004427
1004427,2001265
216297,1004438
1004438,2002918
102510,1004439
1004439,2002918
216299,1004440
1004440,2002918
2002918,2001265
2001265,6004099
101278,1004441
216303,1004441
1004441,6004757
101400,1004442
216305,1004442
216306,1004442
259371,216307
259372,216307
216307,1004442
1004442,6004757
6004757,6004756
6004756,2002919
101278,1004441
216303,1004441
1004441,2002919
101400,1004442
216305,1004442
216306,1004442
259371,216307
259372,216307
216307,1004442
1004442,2002919
216313,1004444
1004444,6004759
216314,1004445
1004445,6004759
6004759,6004758
234387,101418
101418,1004443
216309,1004443
216310,1004443
216311,1004443
1004443,6004760
100879,1004446
216315,1004446
1004446,6004760
6004760,6004758
6004758,2002919
216313,1004444
1004444,2002919
216314,1004445
1004445,2002919
234387,101418
101418,1004443
216309,1004443
216310,1004443
216311,1004443
1004443,2002919
100879,1004446
216315,1004446
1004446,2002919
2002919,6004099
6004099,3000188
101896,1000601
201203,1000601
1000601,6004100
6004100,2001261
101896,1000601
201203,1000601
1000601,2001261
100667,1000602
100668,1000602
201206,1000602
201208,1000602
1000602,6004101
101685,1000603
1000603,6004101
6004101,2001261
100667,1000602
100668,1000602
201206,1000602
201208,1000602
1000602,2001261
101685,1000603
1000603,2001261
101679,1000604
1000604,6004103
201211,1000605
1000605,6004103
201216,1000608
201217,1000608
201218,1000608
201219,1000608
1000608,6004103
201220,1000609
234297,1000609
1000609,6004103
201221,1000610
1000610,6004103
201223,1000611
215872,1000611
201222,1000611
250448,1000611
1000611,6004103
201224,1000612
201225,1000612
1000612,6004103
201301,201226
201302,201226
201226,1000613
1000613,6004103
201227,1000614
234295,1000614
201228,1000614
201229,1000614
234296,1000614
1000614,6004103
6004103,6004102
201212,1000606
201213,1000606
201214,1000606
1000606,6004104
201299,201215
201300,201215
259370,201215
201215,1000607
234294,1000607
1000607,6004104
6004104,6004102
6004102,2001261
101679,1000604
1000604,2001261
201211,1000605
1000605,2001261
201216,1000608
201217,1000608
201218,1000608
201219,1000608
1000608,2001261
201220,1000609
234297,1000609
1000609,2001261
201221,1000610
1000610,2001261
201223,1000611
215872,1000611
201222,1000611
250448,1000611
1000611,2001261
201224,1000612
201225,1000612
1000612,2001261
201301,201226
201302,201226
201226,1000613
1000613,2001261
201227,1000614
234295,1000614
201228,1000614
201229,1000614
234296,1000614
1000614,2001261
201212,1000606
201213,1000606
201214,1000606
1000606,2001261
201299,201215
201300,201215
259370,201215
201215,1000607
234294,1000607
1000607,2001261
201230,1000615
1000615,6004105
201231,1000616
1000616,6004105
6004105,2001261
201230,1000615
1000615,2001261
201231,1000616
1000616,2001261
101054,1000617
1000617,6004106
201233,1000618
1000618,6004106
6004106,2001261
101054,1000617
1000617,2001261
201233,1000618
1000618,2001261
2001261,3000188
201285,1000657
1000657,2001263
201274,1000646
1000646,2001263
201288,1000659
1000659,2001263
201263,1000636
1000636,6004137
201264,1000637
1000637,6004137
201265,1000638
1000638,6004137
6004137,6004136
101518,1000630
101519,1000630
1000630,6004138
201250,1000631
1000631,6004138
101221,1000632
1000632,6004138
201252,1000633
201253,1000633
201254,1000633
201255,1000633
201256,1000633
201303,201257
201257,1000633
201258,1000633
201259,1000633
1000633,6004138
100886,1000634
1000634,6004138
201266,1000639
1000639,6004138
6004138,6004136
101774,1000635
234373,201262
201262,1000635
1000635,6004139
6004139,6004136
6004136,2001263
201263,1000636
1000636,2001263
201264,1000637
1000637,2001263
201265,1000638
1000638,2001263
101518,1000630
101519,1000630
1000630,2001263
201250,1000631
1000631,2001263
101221,1000632
1000632,2001263
201252,1000633
201253,1000633
201254,1000633
201255,1000633
201256,1000633
201303,201257
201257,1000633
201258,1000633
201259,1000633
1000633,2001263
100886,1000634
1000634,2001263
201266,1000639
1000639,2001263
101774,1000635
234373,201262
201262,1000635
1000635,2001263
100870,1000662
1000662,6004141
201292,1000663
1000663,6004141
6004141,2001263
100870,1000662
1000662,2001263
201292,1000663
1000663,2001263
101120,1000643
1000643,6004143
201272,1000644
1000644,6004143
201273,1000645
216318,1000645
1000645,6004143
102924,1000647
1000647,6004143
201276,1000648
1000648,6004143
201277,1000649
1000649,6004143
201278,1000650
1000650,6004143
201279,1000651
1000651,6004143
234379,201280
201280,1000652
1000652,6004143
201281,1000653
1000653,6004143
201282,1000654
1000654,6004143
201283,1000655
1000655,6004143
234374,1000656
201284,1000656
250451,1000656
1000656,6004143
216317,1000658
201286,1000658
201287,1000658
201288,1000658
1000658,6004143
234380,1009654
1009654,6004143
6004143,6004142
101948,1000640
1000640,6004144
201268,1000641
1000641,6004144
100527,1000642
201270,1000642
1000642,6004144
101814,1000660
1000660,6004144
201290,1000661
1000661,6004144
201270,1015586
1015586,6004144
6004144,6004142
6004142,2001263
101120,1000643
1000643,2001263
201272,1000644
1000644,2001263
201273,1000645
216318,1000645
1000645,2001263
102924,1000647
1000647,2001263
201276,1000648
1000648,2001263
201277,1000649
1000649,2001263
201278,1000650
1000650,2001263
201279,1000651
1000651,2001263
234379,201280
201280,1000652
1000652,2001263
201281,1000653
1000653,2001263
201282,1000654
1000654,2001263
201283,1000655
1000655,2001263
234374,1000656
201284,1000656
250451,1000656
1000656,2001263
216317,1000658
201286,1000658
201287,1000658
201288,1000658
1000658,2001263
234380,1009654
1009654,2001263
101948,1000640
1000640,2001263
201268,1000641
1000641,2001263
100527,1000642
201270,1000642
1000642,2001263
101814,1000660
1000660,2001263
201290,1000661
1000661,2001263
201270,1015586
1015586,2001263
2001263,3000188
201247,1000629
1000629,2001262
201243,1000626
1000626,6004620
6004620,2001262
201243,1000626
1000626,2001262
101253,1000627
201245,1000627
1000627,6004621
6004621,2001262
101253,1000627
201245,1000627
1000627,2001262
201246,1000628
216302,1000628
1000628,6004622
6004622,2001262
201246,1000628
216302,1000628
1000628,2001262
201242,1000625
1000625,6004623
6004623,2001262
201242,1000625
1000625,2001262
201234,1000619
201235,1000619
1000619,6004624
201236,1000620
1000620,6004624
201237,1000621
1000621,6004624
101468,1000622
101469,1000622
201238,1000622
1000622,6004624
201241,1000624
1000624,6004624
6004624,2001262
201234,1000619
201235,1000619
1000619,2001262
201236,1000620
1000620,2001262
201237,1000621
1000621,2001262
101468,1000622
101469,1000622
201238,1000622
1000622,2001262
201241,1000624
1000624,2001262
2001262,3000188
100325,1004367
1004367,2001265
216146,1004387
216144,1004387
216147,1004387
101556,1004387
216142,1004387
216143,1004387
1004387,2001265
215921,1004280
1004280,2001265
216172,1004396
1004396,2001265
100919,1004408
1004408,2001265
216007,1004322
216008,1004322
1004322,2001265
215960,1004300
1004300,2001265
100766,1004306
100768,1004306
100769,1004306
1004306,2001265
216213,1004409
1004409,2001265
216064,1004354
1004354,2001265
216149,1004389
216150,1004389
1004389,2001265
216018,1004328
1004328,2001265
216020,1004330
1004330,2001265
216006,1004321
1004321,2001265
100926,1004303
232940,1004303
1004303,2001265
100697,1004288
1004288,2001265
215930,1004285
1004285,2001265
215923,1004282
1004282,2001265
215932,1004287
1004287,2001265
215966,1004304
1004304,2001265
249046,1013567
1013567,2001265
100564,1004275
100565,1004275
215907,1004275
215908,1004275
215909,1004275
215910,1004275
215911,1004275
215912,1004275
215914,1004275
1004275,2001265
215921,1004281
215922,1004281
1004281,2001265
215915,1004276
1004276,2001265
215916,1004277
1004277,2001265
215894,1004267
1004267,2001265
215895,1004268
1004268,2001265
101069,1004269
215897,1004269
232939,1004269
1004269,2001265
215898,1004270
1004270,2001265
215899,1004271
1004271,2001265
215900,1004272
215901,1004272
1004272,2001265
215925,1004284
215926,1004284
215927,1004284
215928,1004284
215929,1004284
1004284,2001265
215902,1004273
1004273,2001265
101737,1004274
215903,1004274
215904,1004274
1004274,2001265
215931,1004286
1004286,2001265
215924,1004283
1004283,2001265
101252,1004278
215917,1004278
215919,1004278
1004278,2001265
215995,1004312
1004312,6004644
6004644,2001265
215995,1004312
1004312,2001265
100171,1004262
100172,1004262
100173,1004262
215874,1004262
215877,1004262
215878,1004262
215879,1004262
215880,1004262
215882,1004262
215883,1004262
215884,1004262
215885,1004262
1004262,6004645
215886,1004263
1004263,6004645
215873,1004261
1004261,6004645
215887,1004264
1004264,6004645
6004645,2001265
100171,1004262
100172,1004262
100173,1004262
215874,1004262
215877,1004262
215878,1004262
215879,1004262
215880,1004262
215882,1004262
215883,1004262
215884,1004262
215885,1004262
1004262,2001265
215886,1004263
1004263,2001265
215873,1004261
1004261,2001265
215887,1004264
1004264,2001265
100151,1004298
215956,1004298
215957,1004298
1004298,6004647
6004647,6004646
215955,1004297
216344,1004297
251247,1004297
1004297,6004648
215954,1004296
1004296,6004648
6004648,6004646
215936,1004291
215937,1004291
215938,1004291
1004291,6004650
215939,1004292
1004292,6004650
6004650,6004649
101167,1004290
1004290,6004651
215934,1004289
1004289,6004651
6004651,6004649
215942,1004294
215943,1004294
215944,1004294
215945,1004294
215946,1004294
215947,1004294
215948,1004294
250438,1004294
1004294,6004652
215940,1004293
215941,1004293
1004293,6004652
215949,1004295
215950,1004295
215951,1004295
215952,1004295
215953,1004295
1004295,6004652
6004652,6004649
6004649,6004646
6004646,2001265
100151,1004298
215956,1004298
215957,1004298
1004298,2001265
215955,1004297
216344,1004297
251247,1004297
1004297,2001265
215954,1004296
1004296,2001265
215936,1004291
215937,1004291
215938,1004291
1004291,2001265
215939,1004292
1004292,2001265
101167,1004290
1004290,2001265
215934,1004289
1004289,2001265
215942,1004294
215943,1004294
215944,1004294
215945,1004294
215946,1004294
215947,1004294
215948,1004294
250438,1004294
1004294,2001265
215940,1004293
215941,1004293
1004293,2001265
215949,1004295
215950,1004295
215951,1004295
215952,1004295
215953,1004295
1004295,2001265
100803,1004301
215960,1004301
215962,1004301
215963,1004301
1004301,6004753
6004753,2001265
100803,1004301
215960,1004301
215962,1004301
215963,1004301
1004301,2001265
102475,1004313
1004313,6004761
215920,1004279
1004279,6004761
6004761,2001265
102475,1004313
1004313,2001265
215920,1004279
1004279,2001265
100892,1004299
1004299,6004762
6004762,2001265
100892,1004299
1004299,2001265
100764,1004305
100766,1004305
100765,1004305
100768,1004305
100769,1004305
100767,1004305
215967,1004305
215968,1004305
215972,1004305
215973,1004305
215974,1004305
215975,1004305
215976,1004305
215977,1004305
215978,1004305
215979,1004305
1004305,6004763
6004763,2001265
100764,1004305
100766,1004305
100765,1004305
100768,1004305
100769,1004305
100767,1004305
215967,1004305
215968,1004305
215972,1004305
215973,1004305
215974,1004305
215975,1004305
215976,1004305
215977,1004305
215978,1004305
215979,1004305
1004305,2001265
215983,1004307
1004307,6004764
215984,1004308
215985,1004308
215986,1004308
215987,1004308
1004308,6004764
6004764,2001265
215983,1004307
1004307,2001265
215984,1004308
215985,1004308
215986,1004308
215987,1004308
1004308,2001265
216074,1004358
1004358,6004766
215993,1004310
1004310,6004766
215994,1004311
1004311,6004766
216073,1004357
1004357,6004766
6004766,6004765
100271,1004309
215988,1004309
215989,1004309
215991,1004309
215992,1004309
1004309,6004767
6004767,6004765
6004765,2001265
216074,1004358
1004358,2001265
215993,1004310
1004310,2001265
215994,1004311
1004311,2001265
216073,1004357
1004357,2001265
100271,1004309
215988,1004309
215989,1004309
215991,1004309
215992,1004309
1004309,2001265
215997,6004769
6004769,6004768
216001,1004316
1004316,6004768
101057,1004315
6002710,1004315
215999,1004315
216000,1004315
1004315,6004768
216002,1004317
1004317,6004768
215997,1004314
1004314,6004768
6004768,2001265
216001,1004316
1004316,2001265
101057,1004315
6002710,1004315
215999,1004315
216000,1004315
1004315,2001265
216002,1004317
1004317,2001265
215997,1004314
1004314,2001265
102363,1004319
1004319,6004770
216028,1004338
1004338,6004770
6004770,2001265
102363,1004319
1004319,2001265
216028,1004338
1004338,2001265
250443,1013850
1013850,6004771
6004771,2001265
250443,1013850
1013850,2001265
100733,6000123
6000071,6000123
215889,6000123
215890,6000123
6000123,6004772
215892,6000124
6000124,6004772
100733,1004265
6000071,1004265
215889,1004265
